block,seq,yaw
right90@090,1081,-54.4260
right90@090,1082,-10.3020
right90@090,1083,-55.3390
right90@090,1084,-19.4760
right90@090,1085,-23.3570
right90@090,1086,-21.9170
right90@090,1087,-37.1080
right90@090,1088,-6.3550
right90@090,1089,0.0000
right90@090,1090,-4.3370
right90@090,1091,-11.3690
right90@090,1092,0.0000
right90@090,1093,-18.0910
right90@090,1094,-19.9430
right90@090,1095,-24.4460
right90@090,1096,-29.7530
right90@090,1097,-37.9880
right90@090,1098,-42.7830
right90@090,1099,-43.6910
right90@090,1100,-45.3160
right90@090,1101,-37.7940
right90@090,1102,-40.9630
right90@090,1103,-36.1440
right90@090,1104,-35.7850
right90@090,1105,-23.8680
right90@090,1106,-27.5990
right90@090,1107,-28.0470
right90@090,1108,-28.2770
right90@090,1109,-35.8730
right90@090,1110,-31.0800
right90@090,1111,-27.6620
right90@090,1112,-31.5100
right90@090,1113,-27.0690
right90@090,1114,-24.8350
right90@090,1115,-40.6950
right90@090,1116,-29.1220
right90@090,1117,-24.1560
right90@090,1118,-20.2190
right90@090,1119,-15.3780
right90@090,1120,-14.1610
right90@090,1121,-12.0490
right90@090,1122,-5.6260
right90@090,1123,-1.9220
right90@090,1124,4.0580
right90@090,1125,7.2640
right90@090,1126,14.5750
right90@090,1127,22.2580
right90@090,1128,25.5100
right90@090,1129,27.4060
right90@090,1130,26.4030
right90@090,1131,34.7730
right90@090,1132,41.2490
right90@090,1133,31.9470
right90@090,1134,32.1690
right90@090,1135,37.3590
right90@090,1136,39.5160
right90@090,1137,40.1320
right90@090,1138,42.0980
right90@090,1139,38.1160
right90@090,1140,40.9550
right90@090,1141,40.8450
right90@090,1142,45.7250
right90@090,1143,34.6570
right90@090,1144,40.1450
right90@090,1145,22.7370
right90@090,1146,17.7760
right90@090,1147,7.9010
right90@090,1148,7.9800
right90@090,1149,3.2910
right90@090,1150,0.0000
right90@090,1151,0.0000
right90@090,1152,0.0000
right90@090,1153,5.1300
right90@090,1154,0.0000
right90@090,1155,-1.0200
right90@090,1156,0.0000
right90@090,1157,-10.8240
right90@090,1158,0.0000
right90@090,1159,-5.4600
right90@090,1160,-1.1100
right90@090,1161,5.5770
right90@090,1162,0.0000
right90@090,1163,-4.6290
right90@090,1164,0.0000
right90@090,1165,0.0000
right90@090,1166,-5.2500
right90@090,1167,5.3570
right90@090,1168,0.0000
right90@090,1169,-9.5970
right90@090,1170,-14.7220
right90@090,1171,0.0000
right90@090,1172,5.5970
right90@090,1173,5.5960
right90@090,1174,0.0000
right90@090,1175,-4.4740
right90@090,1176,9.8520
right90@090,1177,-5.5490
right90@090,1178,0.0000
right90@090,1179,5.1650
right90@090,1180,5.4180
right90@090,1181,3.1230
right90@090,1182,0.0000
right90@090,1183,2.9960
right90@090,1184,-4.7260
right90@090,1185,8.7220
right90@090,1186,8.7640
right90@090,1187,8.7580
right90@090,1188,3.7410
right90@090,1189,-0.7760
right90@090,1190,3.3350
right90@090,1191,5.0040
right90@090,1192,0.0000
right90@090,1193,5.0010
right90@090,1194,5.6860
right90@090,1195,0.0000
right90@090,1196,6.2510
right90@090,1197,5.4330
right90@090,1198,-4.8900
right90@090,1199,5.2040
right90@090,1200,0.0000
right90@090,1201,9.1170
right90@090,1202,4.9980
right90@090,1203,0.0000
sq_b@090,1204,-1.4530
sq_b@090,1205,-2.3120
sq_b@090,1206,-2.3390
sq_b@090,1207,-0.7170
sq_b@090,1208,-1.4660
sq_b@090,1209,-1.6200
sq_b@090,1210,-0.9050
sq_b@090,1211,-1.6320
sq_b@090,1212,-0.9040
sq_b@090,1213,-0.1820
sq_b@090,1214,-0.7290
sq_b@090,1215,0.0000
sq_b@090,1216,0.7300
sq_b@090,1217,0.0000
sq_b@090,1218,-0.9050
sq_b@090,1219,-0.9050
sq_b@090,1220,0.0000
sq_b@090,1221,0.0000
sq_b@090,1222,-0.9060
sq_b@090,1223,-1.6440
sq_b@090,1224,-1.6330
sq_b@090,1225,-0.9120
sq_b@090,1226,-1.7900
sq_b@090,1227,-1.6460
sq_b@090,1228,-0.1820
sq_b@090,1229,-0.9140
sq_b@090,1230,-0.9140
sq_b@090,1231,-0.9020
sq_b@090,1232,-0.9080
sq_b@090,1233,-1.6260
sq_b@090,1234,0.0000
sq_b@090,1235,-0.9080
sq_b@090,1236,-0.9080
sq_b@090,1237,-0.9080
sq_b@090,1238,-0.9090
sq_b@090,1239,-0.9090
sq_b@090,1240,-1.4920
sq_b@090,1241,0.0000
sq_b@090,1242,-1.6370
sq_b@090,1243,-1.6360
sq_b@090,1244,0.0000
sq_b@090,1245,-0.7300
sq_b@090,1246,-0.9030
sq_b@090,1247,-0.9080
sq_b@090,1248,0.0000
sq_b@090,1249,0.0000
sq_b@090,1250,0.0000
sq_b@090,1251,-0.7310
sq_b@090,1252,-0.7300
sq_b@090,1253,-1.6370
sq_b@090,1254,-1.6360
sq_b@090,1255,-0.7300
sq_b@090,1256,0.0000
sq_b@090,1257,-0.7310
sq_b@090,1258,-0.5840
sq_b@090,1259,0.0000
sq_b@090,1260,-0.9080
sq_b@090,1261,-0.9080
sq_b@090,1262,-0.9080
sq_b@090,1263,0.0000
sq_b@090,1264,-0.7310
sq_b@090,1265,-0.5840
sq_b@090,1266,0.0000
sq_b@090,1267,-0.7310
sq_b@090,1268,-1.6380
sq_b@090,1269,-0.7310
sq_b@090,1270,-0.7300
sq_b@090,1271,0.0000
sq_b@090,1272,-1.6370
sq_b@090,1273,-0.9070
sq_b@090,1274,-0.7310
sq_b@090,1275,-0.1810
sq_b@090,1276,-0.7260
sq_b@090,1277,0.0000
sq_b@090,1278,-0.9080
sq_b@090,1279,0.0000
sq_b@090,1280,0.0000
sq_b@090,1281,-0.9030
sq_b@090,1282,0.0000
sq_b@090,1283,-1.6270
sq_b@090,1284,0.9040
sq_b@090,1285,-0.9030
sq_b@090,1286,-0.7190
sq_b@090,1287,-1.4820
sq_b@090,1288,0.0000
sq_b@090,1289,-0.7240
sq_b@090,1290,-0.8730
sq_b@090,1291,-0.7240
sq_b@090,1292,-1.0470
sq_b@090,1293,-1.0470
sq_b@090,1294,-0.5790
sq_b@090,1295,0.0000
sq_b@090,1296,-0.7240
sq_b@090,1297,-1.6230
sq_b@090,1298,-2.6700
sq_b@090,1299,-0.7240
sq_b@090,1300,-0.7240
sq_b@090,1301,-0.7240
sq_b@090,1302,-0.1450
sq_b@090,1303,-0.1450
sq_b@090,1304,-1.8120
sq_b@090,1305,-1.6340
sq_b@090,1306,-0.7250
sq_b@090,1307,0.0000
sq_b@090,1308,0.0000
sq_b@090,1309,-0.7240
sq_b@090,1310,-0.7250
sq_b@090,1311,0.0000
sq_b@090,1312,-0.7250
sq_b@090,1313,-1.4610
sq_b@090,1314,-0.7290
sq_b@090,1315,0.0000
sq_b@090,1316,-0.5830
sq_b@090,1317,-0.7250
sq_b@090,1318,0.7250
sq_b@090,1319,0.0000
sq_b@090,1320,0.0000
sq_b@090,1321,-1.0550
sq_b@090,1322,-0.7280
sq_b@090,1323,-1.6330
sq_b@090,1324,-0.7250
sq_b@090,1325,0.0000
sq_b@090,1326,-0.7240
sq_b@090,1327,-0.7300
sq_b@090,1328,-0.7300
sq_b@090,1329,0.0000
sq_b@090,1330,0.0000
sq_b@090,1331,-0.7250
sq_b@090,1332,-0.1450
sq_b@090,1333,-0.7280
sq_b@090,1334,-0.7300
sq_b@090,1335,-0.9050
sq_b@090,1336,-0.1450
sq_b@090,1337,0.0000
sq_b@090,1338,-0.9110
sq_b@090,1339,-1.6140
sq_b@090,1340,-0.7250
sq_b@090,1341,0.0000
sq_b@090,1342,0.0000
sq_b@090,1343,-0.9120
sq_b@090,1344,0.0000
sq_b@090,1345,-0.1450
sq_b@090,1346,-1.6150
sq_b@090,1347,0.0000
sq_b@090,1348,0.9060
sq_b@090,1349,0.0000
sq_b@090,1350,-0.9050
sq_a@100,1351,-5.4260
sq_a@100,1352,-7.6550
sq_a@100,1353,-4.3610
sq_a@100,1354,-2.1450
sq_a@100,1355,-2.1450
sq_a@100,1356,-3.5890
sq_a@100,1357,-2.6030
sq_a@100,1358,-4.2020
sq_a@100,1359,-3.2180
sq_a@100,1360,-2.1290
sq_a@100,1361,-1.0690
sq_a@100,1362,-3.4450
sq_a@100,1363,-2.1300
sq_a@100,1364,-3.6530
sq_a@100,1365,-2.1300
sq_a@100,1366,-3.4420
sq_a@100,1367,-2.1300
sq_a@100,1368,-3.2220
sq_a@100,1369,-3.2190
sq_a@100,1370,-4.2020
sq_a@100,1371,-3.1970
sq_a@100,1372,-3.4660
sq_a@100,1373,-2.1290
sq_a@100,1374,-2.1300
sq_a@100,1375,-3.1960
sq_a@100,1376,-1.2810
sq_a@100,1377,-3.2180
sq_a@100,1378,-3.1960
sq_a@100,1379,-2.3720
sq_a@100,1380,-2.1270
sq_a@100,1381,-3.3510
sq_a@100,1382,-1.0690
sq_a@100,1383,-2.1430
sq_a@100,1384,-2.1290
sq_a@100,1385,-3.1980
sq_a@100,1386,-2.5860
sq_a@100,1387,-2.1300
sq_a@100,1388,-4.2040
sq_a@100,1389,-3.1970
sq_a@100,1390,-2.1280
sq_a@100,1391,-2.1280
sq_a@100,1392,-2.1280
sq_a@100,1393,-3.3520
sq_a@100,1394,-3.4400
sq_a@100,1395,-2.9840
sq_a@100,1396,-2.3740
sq_a@100,1397,-3.2290
sq_a@100,1398,-2.1290
sq_a@100,1399,-2.1280
sq_a@100,1400,-2.9820
sq_a@100,1401,-1.0680
sq_a@100,1402,-3.1970
sq_a@100,1403,-4.2040
sq_a@100,1404,-5.4510
sq_a@100,1405,-4.4150
sq_a@100,1406,-3.1950
sq_a@100,1407,-3.1940
sq_a@100,1408,-3.1960
sq_a@100,1409,-4.3830
sq_a@100,1410,-3.4390
sq_a@100,1411,-5.4070
sq_a@100,1412,-4.5870
sq_a@100,1413,-2.3490
sq_a@100,1414,-5.4050
sq_a@100,1415,-4.5560
sq_a@100,1416,-5.4100
sq_a@100,1417,-4.3810
sq_a@100,1418,-7.2520
sq_a@100,1419,-6.4150
sq_a@100,1420,-4.4700
sq_a@100,1421,-4.4700
sq_a@100,1422,-5.4320
sq_a@100,1423,-4.3780
sq_a@100,1424,-3.1700
sq_a@100,1425,-3.2090
sq_a@100,1426,-4.2540
sq_a@100,1427,-4.4690
sq_a@100,1428,-3.1850
sq_a@100,1429,-3.4170
sq_a@100,1430,-3.2050
sq_a@100,1431,-3.2030
sq_a@100,1432,-4.2210
sq_a@100,1433,-4.2220
sq_a@100,1434,-3.1830
sq_a@100,1435,-3.2050
sq_a@100,1436,-3.2060
sq_a@100,1437,-2.3460
sq_a@100,1438,-3.1600
sq_a@100,1439,-3.2030
sq_a@100,1440,-4.2200
sq_a@100,1441,-4.2200
sq_a@100,1442,-3.1810
sq_a@100,1443,-3.1800
sq_a@100,1444,-4.4600
sq_a@100,1445,-3.3890
sq_a@100,1446,-3.2030
sq_a@100,1447,-3.1810
sq_a@100,1448,-3.1800
sq_a@100,1449,-3.3910
sq_a@100,1450,-3.1810
sq_a@100,1451,-3.1820
sq_a@100,1452,-3.1610
sq_a@100,1453,-3.1600
sq_a@100,1454,-3.1820
sq_a@100,1455,-3.1610
sq_a@100,1456,-3.1800
sq_a@100,1457,-5.2400
sq_a@100,1458,-5.0300
sq_a@100,1459,-4.1810
sq_a@100,1460,-3.9950
sq_a@100,1461,-3.1690
sq_a@100,1462,-2.1090
sq_a@100,1463,-4.1760
sq_a@100,1464,-3.1680
sq_a@100,1465,-3.1450
sq_a@100,1466,-3.1440
sq_a@100,1467,-3.1420
sq_a@100,1468,-4.3970
sq_a@100,1469,-4.2180
sq_a@100,1470,-4.1920
sq_a@100,1471,-5.1730
sq_a@100,1472,-4.1580
sq_a@100,1473,-2.5130
sq_a@100,1474,-4.2090
sq_a@100,1475,-4.2080
sq_a@100,1476,-3.1500
sq_a@100,1477,-3.1480
sq_a@100,1478,-3.1490
sq_a@100,1479,-2.1090
sq_a@100,1480,-4.1800
sq_a@100,1481,-2.0840
sq_a@100,1482,-1.0650
sq_a@100,1483,-2.3190
sq_a@100,1484,-0.2130
sq_a@100,1485,0.0000
sq_a@100,1486,-6.1660
sq_a@100,1487,-4.1310
sq_a@100,1488,-3.5210
sq_a@100,1489,-4.1280
sq_a@100,1490,-3.3190
sq_a@100,1491,-2.0850
sq_a@100,1492,-3.1330
sq_a@100,1493,-2.5140
sq_a@100,1494,-2.0880
sq_a@100,1495,-3.3440
left30@100,1496,-23.6080
left30@100,1497,-25.8330
left30@100,1498,-26.8630
left30@100,1499,-22.4820
left30@100,1500,-24.6600
left30@100,1501,-23.4540
left30@100,1502,-24.6740
left30@100,1503,-27.9760
left30@100,1504,-24.6810
left30@100,1505,-26.6740
left30@100,1506,-28.0190
left30@100,1507,-23.6970
left30@100,1508,-26.9250
left30@100,1509,-23.9440
left30@100,1510,-28.2710
left30@100,1511,-28.2890
left30@100,1512,-23.7330
left30@100,1513,-27.2010
left30@100,1514,-24.7770
left30@100,1515,-26.9930
left30@100,1516,-29.1920
left30@100,1517,-30.0520
left30@100,1518,-30.2580
left30@100,1519,-23.8440
left30@100,1520,-25.0680
left30@100,1521,-24.8050
left30@100,1522,-26.0820
left30@100,1523,-26.8200
left30@100,1524,-25.8800
left30@100,1525,-29.4460
left30@100,1526,-26.8320
left30@100,1527,-25.8430
left30@100,1528,-25.9010
left30@100,1529,-29.2450
left30@100,1530,-30.3380
left30@100,1531,-25.1090
left30@100,1532,-29.4630
left30@100,1533,-28.3830
left30@100,1534,-30.1270
left30@100,1535,-29.4360
left30@100,1536,-23.8610
left30@100,1537,-27.2890
left30@100,1538,-31.1640
left30@100,1539,-25.0960
left30@100,1540,-28.1790
left30@100,1541,-28.4200
left30@100,1542,-29.4770
left30@100,1543,-28.4100
left30@100,1544,-25.0340
left30@100,1545,-27.0720
left30@100,1546,-25.7270
left30@100,1547,-26.0540
left30@100,1548,-25.8510
left30@100,1549,-24.8440
left30@100,1550,-26.8560
left30@100,1551,-25.9240
left30@100,1552,-25.6650
left30@100,1553,-23.6070
left30@100,1554,-26.1160
left30@100,1555,-24.8230
left30@100,1556,-24.6270
left30@100,1557,-23.6100
left30@100,1558,-24.8420
left30@100,1559,-26.0320
left30@100,1560,-25.6140
left30@100,1561,-24.6360
left30@100,1562,-26.4260
left30@100,1563,-25.4480
left30@100,1564,-25.8490
left30@100,1565,-25.5820
left30@100,1566,-23.4230
left30@100,1567,-23.4200
left30@100,1568,-24.6040
left30@100,1569,-23.5960
left30@100,1570,-25.0220
left30@100,1571,-24.6060
left30@100,1572,-24.6100
left30@100,1573,-23.6520
left30@100,1574,-25.6070
left30@100,1575,-24.5760
left30@100,1576,-26.5550
left30@100,1577,-24.7440
left30@100,1578,-27.8680
left30@100,1579,-25.7340
left30@100,1580,-25.7600
left30@100,1581,-28.2920
left30@100,1582,-30.2360
left30@100,1583,-25.5290
left30@100,1584,-26.1270
left30@100,1585,-24.8760
left30@100,1586,-24.8800
left30@100,1587,-25.8910
left30@100,1588,-24.6720
left30@100,1589,-23.7300
left30@100,1590,-24.6750
left30@100,1591,-23.6460
left30@100,1592,-30.3430
left30@100,1593,-26.6700
left30@100,1594,-24.9180
left30@100,1595,-24.6860
left30@100,1596,-25.6990
left30@100,1597,-23.7060
left30@100,1598,-27.9920
left30@100,1599,-25.8880
left30@100,1600,-26.9200
left30@100,1601,-28.9130
left30@100,1602,-24.7020
left30@100,1603,-29.9850
left30@100,1604,-26.7110
left30@100,1605,-23.5040
left30@100,1606,-25.7310
left30@100,1607,-24.7330
left30@100,1608,-26.7290
left30@100,1609,-24.7950
left30@100,1610,-23.5300
left30@100,1611,-28.1010
left30@100,1612,-25.7610
left30@100,1613,-26.7710
left30@100,1614,-23.5700
left30@100,1615,-27.0160
left30@100,1616,-26.0050
left30@100,1617,-25.6020
left30@100,1618,-25.8320
left30@100,1619,-31.2060
left30@100,1620,-29.2490
left30@100,1621,-26.8160
left30@100,1622,-26.8170
left30@100,1623,-26.8140
left30@100,1624,-26.8110
left30@100,1625,-25.0010
left30@100,1626,-28.8060
left30@100,1627,-29.0350
left30@100,1628,-25.8250
left30@100,1629,-25.8290
left30@100,1630,-26.8160
left30@100,1631,-27.9490
left30@100,1632,-29.0270
left30@100,1633,-24.8690
left30@100,1634,-24.6950
left30@100,1635,-27.9830
left30@100,1636,-26.0610
left30@100,1637,-26.8440
left30@100,1638,-29.9410
left30@100,1639,-29.9460
left30@100,1640,-24.9250
left30@100,1641,-29.9430
left30@100,1642,-29.0920
right30@100,1643,44.4700
right30@100,1644,44.2880
right30@100,1645,42.4620
right30@100,1646,42.0400
right30@100,1647,38.0900
right30@100,1648,38.6060
right30@100,1649,33.5100
right30@100,1650,34.0170
right30@100,1651,33.7150
right30@100,1652,34.1200
right30@100,1653,31.6120
right30@100,1654,33.5050
right30@100,1655,31.4780
right30@100,1656,34.0660
right30@100,1657,33.6000
right30@100,1658,34.1960
right30@100,1659,32.1620
right30@100,1660,33.1550
right30@100,1661,32.7960
right30@100,1662,35.1690
right30@100,1663,32.7620
right30@100,1664,28.8880
right30@100,1665,32.9760
right30@100,1666,29.6930
right30@100,1667,30.2640
right30@100,1668,29.8950
right30@100,1669,29.8210
right30@100,1670,26.6220
right30@100,1671,29.8340
right30@100,1672,29.2570
right30@100,1673,29.6530
right30@100,1674,29.2370
right30@100,1675,29.2320
right30@100,1676,32.6920
right30@100,1677,31.5310
right30@100,1678,29.7640
right30@100,1679,30.5100
right30@100,1680,28.3580
right30@100,1681,32.1980
right30@100,1682,29.2860
right30@100,1683,29.0460
right30@100,1684,30.0390
right30@100,1685,28.2760
right30@100,1686,28.4960
right30@100,1687,30.4790
right30@100,1688,30.9980
right30@100,1689,28.6940
right30@100,1690,30.4210
right30@100,1691,32.1310
right30@100,1692,32.8690
right30@100,1693,29.4410
right30@100,1694,30.4200
right30@100,1695,30.2330
right30@100,1696,27.4880
right30@100,1697,26.0410
right30@100,1698,28.6730
right30@100,1699,26.0870
right30@100,1700,24.1180
right30@100,1701,25.9530
right30@100,1702,26.0900
right30@100,1703,25.9120
right30@100,1704,29.7360
right30@100,1705,28.5770
right30@100,1706,27.9570
right30@100,1707,28.7600
right30@100,1708,29.5130
right30@100,1709,30.1360
right30@100,1710,31.3570
right30@100,1711,28.7960
right30@100,1712,30.5310
right30@100,1713,30.5180
right30@100,1714,30.3560
right30@100,1715,29.7430
right30@100,1716,28.7410
right30@100,1717,29.5350
right30@100,1718,31.1540
right30@100,1719,31.4870
right30@100,1720,29.5380
right30@100,1721,27.7090
right30@100,1722,28.5890
right30@100,1723,29.5900
right30@100,1724,27.7280
right30@100,1725,27.5910
right30@100,1726,29.3780
right30@100,1727,30.5040
right30@100,1728,29.5290
right30@100,1729,27.9950
right30@100,1730,27.9510
right30@100,1731,27.4440
right30@100,1732,26.1980
right30@100,1733,25.2280
right30@100,1734,28.3030
right30@100,1735,23.3220
right30@100,1736,26.5080
right30@100,1737,24.5440
right30@100,1738,27.8720
right30@100,1739,27.2510
right30@100,1740,27.7030
right30@100,1741,29.1090
right30@100,1742,33.2850
right30@100,1743,32.7840
right30@100,1744,32.0560
right30@100,1745,33.8100
right30@100,1746,33.2480
right30@100,1747,31.1980
right30@100,1748,29.5740
right30@100,1749,29.5640
right30@100,1750,28.5850
right30@100,1751,23.0260
right30@100,1752,28.8420
right30@100,1753,29.6220
right30@100,1754,28.8830
right30@100,1755,27.6580
right30@100,1756,28.4310
right30@100,1757,24.3600
right30@100,1758,25.4260
right30@100,1759,28.4340
right30@100,1760,28.4400
right30@100,1761,31.0650
right30@100,1762,29.7300
right30@100,1763,31.0440
right30@100,1764,30.1430
right30@100,1765,30.3310
right30@100,1766,28.0230
right30@100,1767,28.3750
right30@100,1768,26.9890
right30@100,1769,25.9630
right30@100,1770,25.9690
right30@100,1771,25.3340
right30@100,1772,28.1830
right30@100,1773,27.1870
right30@100,1774,28.1640
right30@100,1775,25.9660
right30@100,1776,25.8150
right30@100,1777,26.0240
right30@100,1778,24.5850
right30@100,1779,24.4630
right30@100,1780,24.5960
right30@100,1781,21.3770
right30@100,1782,23.4180
right30@100,1783,23.4310
right30@100,1784,25.4410
right30@100,1785,26.6230
right30@100,1786,27.3680
right30@100,1787,29.4870
left45@100,1788,-10.3060
left45@100,1789,-10.1660
left45@100,1790,-13.9880
left45@100,1791,-12.9810
left45@100,1792,-11.6640
left45@100,1793,-11.6950
left45@100,1794,-12.9950
left45@100,1795,-14.0720
left45@100,1796,-12.8460
left45@100,1797,-11.4180
left45@100,1798,-13.5250
left45@100,1799,-10.0740
left45@100,1800,-12.4530
left45@100,1801,-13.2320
left45@100,1802,-14.3670
left45@100,1803,-12.1350
left45@100,1804,-11.9360
left45@100,1805,-10.5980
left45@100,1806,-12.2920
left45@100,1807,-14.2180
left45@100,1808,-13.3310
left45@100,1809,-13.4570
left45@100,1810,-13.5160
left45@100,1811,-13.5330
left45@100,1812,-16.1020
left45@100,1813,-12.6550
left45@100,1814,-13.7300
left45@100,1815,-9.7360
left45@100,1816,-15.2410
left45@100,1817,-16.2850
left45@100,1818,-15.7900
left45@100,1819,-16.5180
left45@100,1820,-12.6850
left45@100,1821,-13.1130
left45@100,1822,-11.3570
left45@100,1823,-11.6380
left45@100,1824,-13.8490
left45@100,1825,-27.5490
left45@100,1826,-32.1370
left45@100,1827,-30.8850
left45@100,1828,-29.8280
left45@100,1829,-29.3860
left45@100,1830,-24.4150
left45@100,1831,-26.7660
left45@100,1832,-26.2510
left45@100,1833,-24.9260
left45@100,1834,-23.0560
left45@100,1835,-22.8640
left45@100,1836,-24.5170
left45@100,1837,-22.5660
left45@100,1838,-22.8780
left45@100,1839,-19.5950
left45@100,1840,-21.7620
left45@100,1841,-21.0110
left45@100,1842,-20.0410
left45@100,1843,-19.8930
left45@100,1844,-18.8350
left45@100,1845,-17.7190
left45@100,1846,-19.9120
left45@100,1847,-17.7220
left45@100,1848,-17.8470
left45@100,1849,-18.4010
left45@100,1850,-18.4270
left45@100,1851,-17.3240
left45@100,1852,-19.8370
left45@100,1853,-17.6490
left45@100,1854,-18.5540
left45@100,1855,-16.3270
left45@100,1856,-19.7560
left45@100,1857,-22.1960
left45@100,1858,-22.1410
left45@100,1859,-22.2540
left45@100,1860,-18.6730
left45@100,1861,-18.8870
left45@100,1862,-19.3460
left45@100,1863,-20.6800
left45@100,1864,-19.8860
left45@100,1865,-16.2370
left45@100,1866,-19.2060
left45@100,1867,-18.2400
left45@100,1868,-19.3890
left45@100,1869,-17.2850
left45@100,1870,-14.6310
left45@100,1871,-16.4590
left45@100,1872,-19.9860
left45@100,1873,-21.5650
left45@100,1874,-20.2600
left45@100,1875,-17.6970
left45@100,1876,-20.1470
left45@100,1877,-19.4440
left45@100,1878,-18.3580
left45@100,1879,-22.0360
left45@100,1880,-16.6470
left45@100,1881,-17.5040
left45@100,1882,-21.1230
left45@100,1883,-17.6100
left45@100,1884,-21.0450
left45@100,1885,-21.1250
left45@100,1886,-21.3020
left45@100,1887,-18.5280
left45@100,1888,-18.8740
left45@100,1889,-20.6520
left45@100,1890,-20.6470
left45@100,1891,-21.5640
left45@100,1892,-20.6910
left45@100,1893,-22.4490
left45@100,1894,-19.0460
left45@100,1895,-19.8000
left45@100,1896,-20.8010
left45@100,1897,-20.5370
left45@100,1898,-19.6320
left45@100,1899,-19.8050
left45@100,1900,-19.6720
left45@100,1901,-18.8990
left45@100,1902,-20.7390
left45@100,1903,-19.8190
left45@100,1904,-19.7720
left45@100,1905,-19.9360
left45@100,1906,-20.1010
left45@100,1907,-18.2570
left45@100,1908,-19.0210
left45@100,1909,-19.9320
left45@100,1910,-19.9360
left45@100,1911,-19.0400
left45@100,1912,-19.2180
left45@100,1913,-19.2020
left45@100,1914,-19.2150
left45@100,1915,-19.0700
left45@100,1916,-19.9750
left45@100,1917,-20.8610
right45@100,1918,27.4890
right45@100,1919,40.7140
right45@100,1920,38.1390
right45@100,1921,34.3250
right45@100,1922,35.7840
right45@100,1923,37.0820
right45@100,1924,33.8470
right45@100,1925,35.4310
right45@100,1926,34.6140
right45@100,1927,34.6580
right45@100,1928,37.4500
right45@100,1929,33.2340
right45@100,1930,36.5420
right45@100,1931,36.5610
right45@100,1932,37.5370
right45@100,1933,37.2970
right45@100,1934,36.0060
right45@100,1935,37.9900
right45@100,1936,34.1460
right45@100,1937,35.0710
right45@100,1938,38.6730
right45@100,1939,33.2090
right45@100,1940,37.7040
right45@100,1941,37.7890
right45@100,1942,34.1910
right45@100,1943,37.6870
right45@100,1944,37.1250
right45@100,1945,36.5790
right45@100,1946,37.8440
right45@100,1947,33.4830
right45@100,1948,37.3950
right45@100,1949,36.8340
right45@100,1950,35.9140
right45@100,1951,37.2220
right45@100,1952,36.4940
right45@100,1953,32.9780
right45@100,1954,37.1000
right45@100,1955,36.7100
right45@100,1956,35.1360
right45@100,1957,32.7760
right45@100,1958,31.1340
right45@100,1959,36.8660
right45@100,1960,34.0840
right45@100,1961,36.5650
right45@100,1962,31.0920
right45@100,1963,35.6920
right45@100,1964,35.6770
right45@100,1965,33.2690
right45@100,1966,32.0270
right45@100,1967,32.8350
right45@100,1968,33.8850
right45@100,1969,33.3390
right45@100,1970,35.4050
right45@100,1971,34.9400
right45@100,1972,33.0170
right45@100,1973,32.2160
right45@100,1974,34.5880
right45@100,1975,31.7780
right45@100,1976,32.1390
right45@100,1977,31.5900
right45@100,1978,36.9800
right45@100,1979,33.0530
right45@100,1980,34.9740
right45@100,1981,32.7620
right45@100,1982,36.9440
right45@100,1983,32.0020
right45@100,1984,36.1960
right45@100,1985,37.3300
right45@100,1986,31.8530
right45@100,1987,32.0050
right45@100,1988,33.1710
right45@100,1989,32.1890
right45@100,1990,35.8810
right45@100,1991,36.6060
right45@100,1992,35.8790
right45@100,1993,34.7960
right45@100,1994,34.9550
right45@100,1995,36.2870
right45@100,1996,33.8910
right45@100,1997,36.3570
right45@100,1998,37.6440
right45@100,1999,38.0310
right45@100,2000,36.0320
right45@100,2001,34.2150
right45@100,2002,37.3380
right45@100,2003,35.3040
right45@100,2004,36.0400
right45@100,2005,35.7650
right45@100,2006,32.7060
right45@100,2007,33.4090
right45@100,2008,36.2080
right45@100,2009,32.9670
right45@100,2010,38.0640
right45@100,2011,37.3590
right45@100,2012,33.5110
right45@100,2013,31.8590
right45@100,2014,36.1310
right45@100,2015,33.8240
right45@100,2016,38.5170
right45@100,2017,32.9030
right45@100,2018,34.3390
right45@100,2019,33.7170
right45@100,2020,35.2280
right45@100,2021,35.0100
right45@100,2022,34.0670
right45@100,2023,33.3050
right45@100,2024,33.9450
right45@100,2025,32.7310
right45@100,2026,37.7200
right45@100,2027,33.1920
right45@100,2028,33.9660
right45@100,2029,33.3810
right45@100,2030,37.3910
right45@100,2031,32.3770
right45@100,2032,36.9830
right45@100,2033,33.6180
right45@100,2034,34.3950
right45@100,2035,36.4290
right45@100,2036,37.4590
right45@100,2037,35.0750
right45@100,2038,37.9500
right45@100,2039,37.7910
right45@100,2040,36.2320
right45@100,2041,34.4190
right45@100,2042,33.7870
right45@100,2043,36.9330
right45@100,2044,37.0370
right45@100,2045,34.0830
right45@100,2046,32.6170
right45@100,2047,37.4090
right45@100,2048,34.1610
right45@100,2049,33.4070
left60@100,2050,-30.4880
left60@100,2051,-31.6300
left60@100,2052,-32.1460
left60@100,2053,-30.0900
left60@100,2054,-33.9860
left60@100,2055,-32.4420
left60@100,2056,-32.1180
left60@100,2057,-30.2190
left60@100,2058,-32.5780
left60@100,2059,-52.3140
left60@100,2060,-54.0350
left60@100,2061,-53.3640
left60@100,2062,-37.9980
left60@100,2063,-39.8320
left60@100,2064,-55.2440
left60@100,2065,-51.7480
