block,seq,yaw
left60@100,2066,-41.2740
left60@100,2067,-39.0280
left60@100,2068,-40.7750
left60@100,2069,-31.8600
left60@100,2070,-54.7030
left60@100,2071,-33.4170
left60@100,2072,-53.3070
left60@100,2073,-50.0760
left60@100,2074,-36.2880
left60@100,2075,-36.0510
left60@100,2076,-38.1250
left60@100,2077,-39.4560
left60@100,2078,-38.8870
left60@100,2079,-39.2450
left60@100,2080,-34.5120
left60@100,2081,-31.4530
left60@100,2082,-23.7300
left60@100,2083,-21.8100
left60@100,2084,-24.0660
left60@100,2085,-23.8820
left60@100,2086,-23.2160
left60@100,2087,-24.0330
left60@100,2088,-24.0510
left60@100,2089,-26.8120
left60@100,2090,-22.6670
left60@100,2091,-22.5590
left60@100,2092,-19.6840
left60@100,2093,-24.6960
left60@100,2094,-21.0750
left60@100,2095,-18.2430
left60@100,2096,-20.2940
left60@100,2097,-19.7000
left60@100,2098,-19.1710
left60@100,2099,-21.2380
left60@100,2100,-24.6800
left60@100,2101,-21.0920
left60@100,2102,-23.9250
left60@100,2103,-24.0360
left60@100,2104,-21.8520
left60@100,2105,-28.1640
left60@100,2106,-24.9000
left60@100,2107,-24.9040
left60@100,2108,-26.9300
left60@100,2109,-20.8230
left60@100,2110,-24.0150
left60@100,2111,-26.4710
left60@100,2112,-25.9730
left60@100,2113,-26.7270
left60@100,2114,-21.6280
left60@100,2115,-28.2510
left60@100,2116,-21.3570
left60@100,2117,-30.2970
left60@100,2118,-24.6970
left60@100,2119,-29.4840
left60@100,2120,-30.2650
left60@100,2121,-26.6450
left60@100,2122,-30.3540
left60@100,2123,-29.1670
left60@100,2124,-28.6820
left60@100,2125,-27.4790
left60@100,2126,-21.3450
left60@100,2127,-17.6420
left60@100,2128,-23.8620
left60@100,2129,-27.1900
left60@100,2130,-29.6910
left60@100,2131,-25.6700
left60@100,2132,-27.5020
left60@100,2133,-31.1170
left60@100,2134,-29.9130
left60@100,2135,-33.6600
left60@100,2136,-30.2660
left60@100,2137,-30.7290
left60@100,2138,-30.4020
left60@100,2139,-29.8670
left60@100,2140,-26.6790
left60@100,2141,-19.8630
left60@100,2142,-27.4700
left60@100,2143,-24.5980
left60@100,2144,-31.0720
left60@100,2145,-29.3590
left60@100,2146,-23.8590
left60@100,2147,-31.7520
left60@100,2148,-30.8460
left60@100,2149,-29.5240
left60@100,2150,-32.7250
left60@100,2151,-36.8860
left60@100,2152,-30.5400
left60@100,2153,-30.3640
left60@100,2154,-31.1680
left60@100,2155,-38.2700
left60@100,2156,-29.5340
left60@100,2157,-30.7720
left60@100,2158,-27.9240
left60@100,2159,-30.5860
left60@100,2160,-30.8910
left60@100,2161,-28.8220
left60@100,2162,-29.7010
left60@100,2163,-27.8010
left60@100,2164,-28.8790
left60@100,2165,-33.4410
left60@100,2166,-29.6960
left60@100,2167,-30.3800
left60@100,2168,-30.5880
left60@100,2169,-35.0430
left60@100,2170,-36.0870
left60@100,2171,-29.5220
left60@100,2172,-30.5630
left60@100,2173,-28.7250
left60@100,2174,-19.0940
left60@100,2175,-30.0390
left60@100,2176,-30.1180
left60@100,2177,-28.5990
left60@100,2178,-27.8910
left60@100,2179,-21.5520
left60@100,2180,-32.1600
left60@100,2181,-29.8980
right60@100,2182,31.8250
right60@100,2183,33.1700
right60@100,2184,35.3370
right60@100,2185,36.3490
right60@100,2186,38.1310
right60@100,2187,32.7850
right60@100,2188,40.5290
right60@100,2189,42.5240
right60@100,2190,39.2880
right60@100,2191,40.1610
right60@100,2192,35.3750
right60@100,2193,38.4350
right60@100,2194,37.4250
right60@100,2195,38.9950
right60@100,2196,38.9880
right60@100,2197,38.9170
right60@100,2198,36.8550
right60@100,2199,37.4910
right60@100,2200,36.5870
right60@100,2201,36.1280
right60@100,2202,37.4520
right60@100,2203,35.1560
right60@100,2204,35.6740
right60@100,2205,34.8630
right60@100,2206,36.4530
right60@100,2207,35.4860
right60@100,2208,36.5740
right60@100,2209,36.1710
right60@100,2210,35.2690
right60@100,2211,36.2890
right60@100,2212,37.6330
right60@100,2213,38.5970
right60@100,2214,37.8620
right60@100,2215,37.8340
right60@100,2216,36.1350
right60@100,2217,36.6480
right60@100,2218,35.6970
right60@100,2219,34.0360
right60@100,2220,36.4880
right60@100,2221,36.4280
right60@100,2222,36.2280
right60@100,2223,35.8370
right60@100,2224,36.0690
right60@100,2225,36.9890
right60@100,2226,38.1500
right60@100,2227,38.8710
right60@100,2228,41.5600
right60@100,2229,42.1850
right60@100,2230,39.4720
right60@100,2231,40.7170
right60@100,2232,39.6720
right60@100,2233,39.6920
right60@100,2234,39.5710
right60@100,2235,37.1900
right60@100,2236,37.3840
right60@100,2237,38.4510
right60@100,2238,36.1880
right60@100,2239,40.2950
right60@100,2240,41.6080
right60@100,2241,36.6100
right60@100,2242,38.8890
right60@100,2243,36.9280
right60@100,2244,35.7900
right60@100,2245,38.4510
right60@100,2246,35.3150
right60@100,2247,37.6990
right60@100,2248,33.5200
right60@100,2249,35.4360
right60@100,2250,36.3940
right60@100,2251,33.8470
right60@100,2252,35.9900
right60@100,2253,35.9450
right60@100,2254,36.6220
right60@100,2255,36.8950
right60@100,2256,35.2620
right60@100,2257,35.9130
right60@100,2258,35.2330
right60@100,2259,38.9670
right60@100,2260,39.5130
right60@100,2261,35.7380
right60@100,2262,39.4850
right60@100,2263,34.4700
right60@100,2264,34.5920
right60@100,2265,36.8700
right60@100,2266,35.5740
right60@100,2267,39.0910
right60@100,2268,38.8260
right60@100,2269,35.3380
right60@100,2270,37.2900
right60@100,2271,34.8670
right60@100,2272,32.1410
right60@100,2273,36.7550
right60@100,2274,36.7740
right60@100,2275,39.9660
right60@100,2276,36.0660
right60@100,2277,37.8650
right60@100,2278,36.8770
right60@100,2279,39.4280
right60@100,2280,39.1120
right60@100,2281,38.7930
right60@100,2282,38.5410
right60@100,2283,40.5270
right60@100,2284,34.2680
right60@100,2285,39.3460
right60@100,2286,36.0530
right60@100,2287,38.8050
right60@100,2288,39.8430
right60@100,2289,38.7880
right60@100,2290,36.7520
right60@100,2291,33.7230
right60@100,2292,36.2760
right60@100,2293,37.7590
right60@100,2294,34.2960
right60@100,2295,38.2620
right60@100,2296,39.8050
right60@100,2297,35.4910
right60@100,2298,39.9410
right60@100,2299,40.5520
right60@100,2300,35.0180
right60@100,2301,39.3370
right60@100,2302,35.5300
right60@100,2303,34.2490
right60@100,2304,34.2550
right60@100,2305,36.6580
right60@100,2306,35.2600
right60@100,2307,38.2810
right60@100,2308,35.3050
right60@100,2309,36.7600
right60@100,2310,41.7110
right60@100,2311,38.2760
left90@100,2312,-43.0760
left90@100,2313,-42.3200
left90@100,2314,-45.1830
left90@100,2315,-51.0300
left90@100,2316,-42.7360
left90@100,2317,-49.8820
left90@100,2318,-40.0750
left90@100,2319,-34.7770
left90@100,2320,-48.0880
left90@100,2321,-37.6420
left90@100,2322,-42.7300
left90@100,2323,-25.9740
left90@100,2324,-31.7420
left90@100,2325,-19.4190
left90@100,2326,0.0000
left90@100,2327,-6.3770
left90@100,2328,-10.8280
left90@100,2329,-11.6100
left90@100,2330,-14.9840
left90@100,2331,-0.8050
left90@100,2332,-3.8440
left90@100,2333,10.5990
left90@100,2334,-7.1900
left90@100,2335,-8.0280
left90@100,2336,0.0000
left90@100,2337,0.0000
left90@100,2338,14.1620
left90@100,2339,-15.0670
left90@100,2340,-12.8920
left90@100,2341,15.9110
left90@100,2342,-23.4330
left90@100,2343,0.0000
left90@100,2344,19.1320
left90@100,2345,13.7700
left90@100,2346,14.3990
left90@100,2347,-2.8270
left90@100,2348,0.0000
left90@100,2349,-39.9470
left90@100,2350,-40.2190
left90@100,2351,-27.5720
left90@100,2352,-8.2630
left90@100,2353,8.2410
left90@100,2354,0.0000
left90@100,2355,0.0000
left90@100,2356,12.7160
left90@100,2357,44.5520
left90@100,2358,18.8250
left90@100,2359,7.3380
left90@100,2360,10.4360
left90@100,2361,13.4320
left90@100,2362,16.0440
left90@100,2363,6.6390
left90@100,2364,23.9830
left90@100,2365,17.8860
left90@100,2366,17.0120
left90@100,2367,5.5440
left90@100,2368,36.8970
left90@100,2369,17.8230
left90@100,2370,6.2280
left90@100,2371,22.7030
left90@100,2372,36.2680
left90@100,2373,23.9110
left90@100,2374,12.7170
left90@100,2375,15.0880
left90@100,2376,6.2300
left90@100,2377,38.5300
left90@100,2378,6.2290
left90@100,2379,8.2410
left90@100,2380,25.2990
left90@100,2381,0.0000
left90@100,2382,7.7690
left90@100,2383,0.0000
left90@100,2384,29.2330
left90@100,2385,34.7820
left90@100,2386,13.4470
left90@100,2387,5.8650
left90@100,2388,12.0260
left90@100,2389,13.4490
left90@100,2390,28.7580
left90@100,2391,14.2500
left90@100,2392,17.8400
left90@100,2393,28.6770
left90@100,2394,26.7750
left90@100,2395,11.6360
left90@100,2396,30.6890
left90@100,2397,18.8720
left90@100,2398,17.0220
left90@100,2399,15.3670
left90@100,2400,11.4900
left90@100,2401,20.6590
left90@100,2402,9.7930
left90@100,2403,-14.7770
left90@100,2404,3.7710
left90@100,2405,15.3590
left90@100,2406,11.4880
left90@100,2407,19.3320
left90@100,2408,8.5410
left90@100,2409,-4.5000
left90@100,2410,-4.7130
left90@100,2411,4.7090
left90@100,2412,0.0000
left90@100,2413,4.4960
left90@100,2414,-3.9620
left90@100,2415,-8.5170
left90@100,2416,-5.7630
left90@100,2417,4.6910
left90@100,2418,-15.9450
left90@100,2419,9.3320
left90@100,2420,-0.8530
left90@100,2421,-0.8570
left90@100,2422,4.9460
left90@100,2423,-12.1270
left90@100,2424,7.3180
left90@100,2425,-5.3550
left90@100,2426,-8.9680
left90@100,2427,4.0920
left90@100,2428,5.3470
left90@100,2429,4.7120
left90@100,2430,18.0690
left90@100,2431,-12.3370
left90@100,2432,10.3010
left90@100,2433,0.0000
left90@100,2434,12.9350
left90@100,2435,18.0730
left90@100,2436,9.2680
left90@100,2437,0.0000
left90@100,2438,14.8590
left90@100,2439,24.6600
left90@100,2440,3.9480
left90@100,2441,29.8900
left90@100,2442,4.4830
left90@100,2443,4.9500
right90@100,2444,24.6220
right90@100,2445,24.0010
right90@100,2446,21.2130
right90@100,2447,23.5370
right90@100,2448,21.3150
right90@100,2449,16.2470
right90@100,2450,22.5710
right90@100,2451,29.2720
right90@100,2452,22.5550
right90@100,2453,22.7250
right90@100,2454,13.1320
right90@100,2455,17.8180
right90@100,2456,11.9040
right90@100,2457,7.1340
right90@100,2458,4.8610
right90@100,2459,10.1620
right90@100,2460,7.3680
right90@100,2461,7.5340
right90@100,2462,5.2140
right90@100,2463,12.2870
right90@100,2464,0.8770
right90@100,2465,4.3760
right90@100,2466,11.4780
right90@100,2467,10.8720
right90@100,2468,10.9540
right90@100,2469,8.4920
right90@100,2470,11.8900
right90@100,2471,14.9910
right90@100,2472,18.3840
right90@100,2473,15.1940
right90@100,2474,14.4320
right90@100,2475,18.9180
right90@100,2476,19.1450
right90@100,2477,17.7190
right90@100,2478,15.3670
right90@100,2479,18.3060
right90@100,2480,14.0380
right90@100,2481,18.5910
right90@100,2482,21.3780
right90@100,2483,16.8960
right90@100,2484,20.7730
right90@100,2485,22.6390
right90@100,2486,21.9430
right90@100,2487,16.9930
right90@100,2488,19.5470
right90@100,2489,19.6250
right90@100,2490,13.9220
right90@100,2491,23.7660
right90@100,2492,20.2860
right90@100,2493,16.9190
right90@100,2494,20.1350
right90@100,2495,24.2280
right90@100,2496,19.2500
right90@100,2497,14.5150
right90@100,2498,11.8640
right90@100,2499,9.2050
right90@100,2500,3.5500
right90@100,2501,0.0000
right90@100,2502,4.3050
right90@100,2503,5.1620
right90@100,2504,3.8140
right90@100,2505,8.6810
right90@100,2506,0.0000
right90@100,2507,0.0000
right90@100,2508,4.9330
right90@100,2509,0.0000
right90@100,2510,0.0000
right90@100,2511,0.0000
right90@100,2512,0.0000
right90@100,2513,0.0000
right90@100,2514,0.0000
right90@100,2515,-6.5250
right90@100,2516,0.0000
right90@100,2517,0.0000
right90@100,2518,-7.2600
right90@100,2519,-6.5000
right90@100,2520,-6.4930
right90@100,2521,5.9270
right90@100,2522,0.0000
right90@100,2523,5.9170
right90@100,2524,0.0000
right90@100,2525,0.0000
right90@100,2526,6.2110
right90@100,2527,0.0000
right90@100,2528,-4.4280
right90@100,2529,0.0000
right90@100,2530,0.0000
right90@100,2531,-29.5360
right90@100,2532,-32.8270
right90@100,2533,0.0000
right90@100,2534,-33.7070
right90@100,2535,-32.9490
right90@100,2536,-5.1650
right90@100,2537,0.0000
right90@100,2538,7.3890
right90@100,2539,-12.5420
right90@100,2540,-7.2920
right90@100,2541,-13.2850
right90@100,2542,-24.8740
right90@100,2543,-31.1920
right90@100,2544,-31.1990
right90@100,2545,-21.5800
right90@100,2546,-19.7020
right90@100,2547,-25.2870
right90@100,2548,-13.2760
right90@100,2549,-7.7320
right90@100,2550,-5.8040
right90@100,2551,-23.8810
right90@100,2552,-6.1820
right90@100,2553,-18.8190
right90@100,2554,-5.8030
right90@100,2555,-11.8250
right90@100,2556,-29.9320
right90@100,2557,-34.4710
right90@100,2558,-35.4040
right90@100,2559,-37.0740
right90@100,2560,-23.9480
right90@100,2561,-38.3380
right90@100,2562,-35.2900
right90@100,2563,-26.6000
right90@100,2564,-34.4870
right90@100,2565,-29.6580
right90@100,2566,-29.0230
right90@100,2567,-34.4710
right90@100,2568,-35.2590
right90@100,2569,-31.1990
right90@100,2570,-48.9270
right90@100,2571,-34.4830
right90@100,2572,-32.5600
right90@100,2573,-11.8270
right90@100,2574,7.7740
sq_b@100,2575,-10.8990
sq_b@100,2576,-11.7880
sq_b@100,2577,-10.8670
sq_b@100,2578,-11.4680
sq_b@100,2579,-11.4590
sq_b@100,2580,-11.4500
sq_b@100,2581,-11.4310
sq_b@100,2582,-12.2640
sq_b@100,2583,-11.4260
sq_b@100,2584,-9.8240
sq_b@100,2585,-9.0320
sq_b@100,2586,-9.2190
sq_b@100,2587,-9.0270
sq_b@100,2588,-8.4320
sq_b@100,2589,-9.9360
sq_b@100,2590,-7.5220
sq_b@100,2591,-5.9310
sq_b@100,2592,-5.0350
sq_b@100,2593,-4.3060
sq_b@100,2594,-6.0280
sq_b@100,2595,-5.3790
sq_b@100,2596,-3.4640
sq_b@100,2597,-4.3580
sq_b@100,2598,-5.2570
sq_b@100,2599,-4.3770
sq_b@100,2600,-6.0790
sq_b@100,2601,-5.2490
sq_b@100,2602,-7.0400
sq_b@100,2603,-6.3110
sq_b@100,2604,-7.1550
sq_b@100,2605,-6.2900
sq_b@100,2606,-6.3380
sq_b@100,2607,-5.5680
sq_b@100,2608,-5.6110
sq_b@100,2609,-4.6990
sq_b@100,2610,-6.2820
sq_b@100,2611,-6.3270
sq_b@100,2612,-5.4210
sq_b@100,2613,-6.3330
sq_b@100,2614,-4.8620
sq_b@100,2615,-5.5920
sq_b@100,2616,-5.3910
sq_b@100,2617,-4.6860
sq_b@100,2618,-7.1630
sq_b@100,2619,-5.3540
sq_b@100,2620,-5.3560
sq_b@100,2621,-5.3940
sq_b@100,2622,-4.4810
sq_b@100,2623,-6.2560
sq_b@100,2624,-7.1590
sq_b@100,2625,-6.2590
sq_b@100,2626,-4.4820
sq_b@100,2627,-6.2160
sq_b@100,2628,-6.2140
sq_b@100,2629,-7.1070
sq_b@100,2630,-6.2440
sq_b@100,2631,-6.9650
sq_b@100,2632,-6.4200
sq_b@100,2633,-6.2450
sq_b@100,2634,-7.1510
sq_b@100,2635,-6.2410
sq_b@100,2636,-7.1780
sq_b@100,2637,-7.8640
sq_b@100,2638,-7.1730
sq_b@100,2639,-7.0440
sq_b@100,2640,-6.9960
sq_b@100,2641,-6.8530
sq_b@100,2642,-7.1410
sq_b@100,2643,-6.2770
sq_b@100,2644,-6.3210
sq_b@100,2645,-6.2760
sq_b@100,2646,-6.2340
sq_b@100,2647,-6.2760
sq_b@100,2648,-6.9510
sq_b@100,2649,-7.8570
sq_b@100,2650,-5.3620
sq_b@100,2651,-6.9480
sq_b@100,2652,-7.0000
sq_b@100,2653,-7.1400
sq_b@100,2654,-5.4030
sq_b@100,2655,-5.4040
sq_b@100,2656,-5.5810
sq_b@100,2657,-7.0000
sq_b@100,2658,-5.2520
sq_b@100,2659,-6.2800
sq_b@100,2660,-5.4070
sq_b@100,2661,-5.5840
sq_b@100,2662,-5.5850
sq_b@100,2663,-6.2820
sq_b@100,2664,-5.5840
sq_b@100,2665,-5.5860
sq_b@100,2666,-6.9650
sq_b@100,2667,-6.3220
sq_b@100,2668,-6.9060
sq_b@100,2669,-6.4960
sq_b@100,2670,-6.8580
sq_b@100,2671,-7.1430
sq_b@100,2672,-6.2820
sq_b@100,2673,-5.4090
sq_b@100,2674,-5.4100
sq_b@100,2675,-5.3820
sq_b@100,2676,-5.3830
sq_b@100,2677,-4.7120
sq_b@100,2678,-4.5060
sq_b@100,2679,-5.4070
sq_b@100,2680,-6.2860
sq_b@100,2681,-6.2880
sq_b@100,2682,-7.8770
sq_b@100,2683,-7.0150
sq_b@100,2684,-6.2920
sq_b@100,2685,-5.4170
sq_b@100,2686,-5.4150
sq_b@100,2687,-6.9250
sq_b@100,2688,-6.3280
sq_b@100,2689,-6.4610
sq_b@100,2690,-4.5020
sq_b@100,2691,-6.2520
sq_b@100,2692,-5.5880
sq_b@100,2693,-6.2520
sq_b@100,2694,-6.2870
sq_b@100,2695,-5.5550
sq_b@100,2696,-5.4110
sq_b@100,2697,-7.1850
sq_b@100,2698,-7.0130
sq_b@100,2699,-7.0110
sq_b@100,2700,-7.0130
sq_b@100,2701,-7.0100
sq_b@100,2702,-5.9530
sq_b@100,2703,-7.0060
sq_b@100,2704,-6.9600
sq_b@100,2705,-6.1350
sq_b@100,2706,-6.1370
sq_b@100,2707,-6.9540
sq_a@078,1,7.2900
sq_a@078,2,8.3160
sq_a@078,3,8.3640
sq_a@078,4,6.0520
sq_a@078,5,5.1680
sq_a@078,6,4.1300
sq_a@078,7,3.9760
sq_a@078,8,4.0510
sq_a@078,9,2.2850
sq_a@078,10,0.5610
sq_a@078,11,-1.1010
sq_a@078,12,1.0060
sq_a@078,13,0.0000
sq_a@078,14,0.5610
sq_a@078,15,1.6920
sq_a@078,16,1.6910
sq_a@078,17,2.2690
sq_a@078,18,3.2270
sq_a@078,19,2.2660
sq_a@078,20,3.2020
sq_a@078,21,2.7370
sq_a@078,22,4.7700
sq_a@078,23,3.7410
sq_a@078,24,4.3120
sq_a@078,25,4.8860
sq_a@078,26,5.2910
sq_a@078,27,4.1400
sq_a@078,28,5.2990
sq_a@078,29,5.1810
sq_a@078,30,4.1190
sq_a@078,31,5.2810
sq_a@078,32,5.7860
sq_a@078,33,4.6900
sq_a@078,34,4.3430
sq_a@078,35,4.3400
sq_a@078,36,4.7740
sq_a@078,37,3.7900
sq_a@078,38,4.3190
sq_a@078,39,3.8170
sq_a@078,40,4.2080
sq_a@078,41,4.7420
sq_a@078,42,5.3600
sq_a@078,43,4.2920
sq_a@078,44,4.9150
sq_a@078,45,4.7410
sq_a@078,46,4.3780
sq_a@078,47,5.9450
sq_a@078,48,4.7730
sq_a@078,49,5.3370
sq_a@078,50,4.9940
sq_a@078,51,5.2710
sq_a@078,52,5.8490
sq_a@078,53,5.2630
sq_a@078,54,5.7980
sq_a@078,55,5.2450
sq_a@078,56,5.3870
sq_a@078,57,5.3280
sq_a@078,58,3.9130
sq_a@078,59,4.3400
sq_a@078,60,4.3450
sq_a@078,61,4.8750
sq_a@078,62,3.7730
sq_a@078,63,3.7780
sq_a@078,64,3.8050
sq_a@078,65,3.8070
sq_a@078,66,3.2490
sq_a@078,67,4.2840
sq_a@078,68,3.9740
sq_a@078,69,4.8250
sq_a@078,70,3.8110
sq_a@078,71,3.7850
sq_a@078,72,4.3780
sq_a@078,73,4.5100
sq_a@078,74,4.3770
sq_a@078,75,5.1010
sq_a@078,76,4.5530
sq_a@078,77,4.5520
sq_a@078,78,6.2860
sq_a@078,79,4.1490
sq_a@078,80,4.1540
sq_a@078,81,4.1400
sq_a@078,82,4.7150
sq_a@078,83,4.1160
sq_a@078,84,4.7540
sq_a@078,85,3.5720
sq_a@078,86,4.1240
sq_a@078,87,3.5590
sq_a@078,88,4.1300
sq_a@078,89,4.1330
sq_a@078,90,4.1650
sq_a@078,91,4.2760
sq_a@078,92,4.7210
sq_a@078,93,4.0030
sq_a@078,94,3.4720
sq_a@078,95,4.6970
sq_a@078,96,4.7330
sq_a@078,97,4.1580
sq_a@078,98,6.2940
sq_a@078,99,5.7280
sq_a@078,100,4.7390
sq_a@078,101,4.7210
sq_a@078,102,5.7200
sq_a@078,103,5.1860
sq_a@078,104,4.7230
sq_a@078,105,5.8490
sq_a@078,106,4.6950
sq_a@078,107,4.7260
sq_a@078,108,4.8440
sq_a@078,109,5.3270
sq_a@078,110,4.1640
sq_a@078,111,5.4940
sq_a@078,112,5.4920
sq_a@078,113,6.0290
sq_a@078,114,4.7220
sq_a@078,115,4.1380
sq_a@078,116,4.7170
sq_a@078,117,4.1410
sq_a@078,118,4.1420
sq_a@078,119,4.7200
sq_a@078,120,6.6280
sq_a@078,121,4.7220
sq_a@078,122,5.4300
sq_a@078,123,4.7190
sq_a@078,124,4.1680
sq_a@078,125,4.1730
sq_a@078,126,4.3140
sq_a@078,127,4.8920
sq_a@078,128,5.3550
sq_a@078,129,5.4540
sq_a@078,130,4.8750
sq_a@078,131,6.0300
left30@078,132,3.5420
left30@078,133,3.5440
left30@078,134,4.1110
left30@078,135,4.6840
left30@078,136,3.5300
left30@078,137,5.2730
left30@078,138,4.1390
left30@078,139,4.0230
left30@078,140,4.8260
left30@078,141,5.2720
left30@078,142,5.2680
left30@078,143,4.1160
left30@078,144,5.2650
left30@078,145,3.5510
left30@078,146,4.7250
left30@078,147,4.7060
left30@078,148,4.1490
left30@078,149,4.0070
left30@078,150,4.0950
left30@078,151,4.1490
left30@078,152,4.1500
left30@078,153,4.1240
left30@078,154,4.1080
left30@078,155,3.5540
left30@078,156,3.5300
left30@078,157,4.6790
left30@078,158,4.6790
left30@078,159,4.1260
left30@078,160,4.0830
left30@078,161,3.5560
left30@078,162,4.0990
left30@078,163,4.1000
left30@078,164,4.6690
left30@078,165,4.6700
left30@078,166,4.0990
left30@078,167,4.0970
left30@078,168,3.5290
left30@078,169,4.0910
left30@078,170,4.0920
left30@078,171,4.8000
left30@078,172,4.5440
left30@078,173,4.5450
left30@078,174,4.5760
left30@078,175,4.5450
left30@078,176,4.5460
left30@078,177,5.6350
left30@078,178,5.0930
left30@078,179,4.1040
left30@078,180,4.1090
left30@078,181,5.0640
left30@078,182,4.1100
left30@078,183,5.0630
left30@078,184,4.6800
left30@078,185,4.6780
left30@078,186,4.6770
left30@078,187,5.0600
left30@078,188,4.1090
left30@078,189,4.6480
left30@078,190,4.6770
left30@078,191,4.9490
left30@078,192,4.5330
left30@078,193,5.0270
left30@078,194,4.4770
left30@078,195,5.6700
left30@078,196,4.1230
left30@078,197,5.0590
left30@078,198,4.6770
left30@078,199,5.1120
left30@078,200,4.4720
left30@078,201,5.0740
left30@078,202,5.1050
left30@078,203,4.6980
left30@078,204,4.1200
left30@078,205,6.2480
left30@078,206,5.0560
left30@078,207,4.1200
left30@078,208,5.5950
left30@078,209,5.0540
left30@078,210,5.0740
left30@078,211,4.5030
left30@078,212,4.5040
left30@078,213,4.1030
left30@078,214,4.5030
left30@078,215,5.0860
left30@078,216,5.0540
left30@078,217,5.0530
left30@078,218,4.5020
left30@078,219,4.1060
left30@078,220,3.4370
left30@078,221,4.6750
left30@078,222,4.0930
left30@078,223,5.6250
left30@078,224,5.0870
left30@078,225,4.6430
left30@078,226,4.5030
left30@078,227,5.5140
left30@078,228,4.1190
left30@078,229,4.4700
left30@078,230,4.4500
left30@078,231,3.6540
left30@078,232,4.3240
left30@078,233,5.0470
left30@078,234,4.2980
left30@078,235,4.2970
left30@078,236,4.9020
left30@078,237,4.8730
left30@078,238,4.3480
left30@078,239,4.9040
left30@078,240,5.0380
left30@078,241,4.9020
left30@078,242,5.4420
left30@078,243,5.4430
left30@078,244,4.8920
left30@078,245,4.3180
left30@078,246,5.0220
left30@078,247,4.8880
left30@078,248,4.3310
left30@078,249,5.4640
left30@078,250,4.9090
left30@078,251,6.0200
left30@078,252,5.3490
left30@078,253,4.3610
left30@078,254,4.3320
left30@078,255,4.9180
left30@078,256,5.4660
left30@078,257,5.4440
left30@078,258,4.8910
left30@078,259,5.4790
left30@078,260,4.8910
left30@078,261,5.4790
left30@078,262,5.4830
left30@078,263,5.4520
right30@078,264,31.1250
right30@078,265,30.5350
right30@078,266,29.6460
right30@078,267,30.3080
right30@078,268,30.3730
right30@078,269,30.5970
right30@078,270,30.3230
right30@078,271,29.7210
right30@078,272,29.7260
right30@078,273,31.1700
right30@078,274,30.9090
right30@078,275,31.2400
right30@078,276,32.0720
right30@078,277,30.8290
right30@078,278,32.8430
right30@078,279,32.2460
right30@078,280,33.2530
right30@078,281,28.2470
right30@078,282,30.1030
right30@078,283,28.7480
right30@078,284,28.2730
right30@078,285,34.1490
right30@078,286,30.8600
right30@078,287,30.3940
right30@078,288,35.5870
right30@078,289,36.0430
right30@078,290,33.9830
right30@078,291,30.6250
right30@078,292,31.8510
right30@078,293,32.9650
right30@078,294,34.9830
right30@078,295,36.4860
right30@078,296,33.9480
right30@078,297,36.4050
right30@078,298,35.0230
right30@078,299,35.9150
right30@078,300,34.6790
right30@078,301,41.6670
right30@078,302,36.2590
right30@078,303,34.8460
right30@078,304,34.4530
right30@078,305,33.4080
right30@078,306,34.2200
right30@078,307,35.5200
right30@078,308,34.1500
right30@078,309,35.7630
right30@078,310,33.4500
right30@078,311,33.8300
right30@078,312,33.2320
right30@078,313,32.7440
right30@078,314,38.6490
right30@078,315,31.6540
right30@078,316,34.2000
right30@078,317,41.2580
right30@078,318,41.9960
right30@078,319,37.2980
right30@078,320,34.0940
right30@078,321,38.7290
right30@078,322,32.9380
right30@078,323,34.4130
right30@078,324,33.7490
right30@078,325,29.9020
right30@078,326,38.0740
right30@078,327,32.7190
right30@078,328,31.9000
right30@078,329,32.1240
right30@078,330,32.6790
right30@078,331,33.4380
right30@078,332,36.7570
right30@078,333,31.3050
right30@078,334,31.8120
right30@078,335,31.1080
right30@078,336,32.1060
right30@078,337,33.2340
right30@078,338,35.3770
right30@078,339,36.2750
right30@078,340,37.9590
right30@078,341,33.9250
right30@078,342,31.9420
right30@078,343,32.7230
right30@078,344,36.1800
right30@078,345,33.2520
right30@078,346,37.8070
right30@078,347,30.2160
right30@078,348,38.2200
right30@078,349,32.8640
right30@078,350,33.4150
right30@078,351,30.2780
right30@078,352,29.8200
right30@078,353,31.6000
right30@078,354,37.1080
right30@078,355,36.0810
right30@078,356,33.4200
right30@078,357,38.3530
right30@078,358,35.7550
right30@078,359,32.5310
right30@078,360,35.0870
right30@078,361,34.8630
right30@078,362,33.8530
right30@078,363,39.0590
right30@078,364,33.9660
right30@078,365,37.4270
right30@078,366,35.1370
right30@078,367,28.5100
right30@078,368,30.9070
right30@078,369,29.9580
right30@078,370,31.8030
right30@078,371,31.0940
right30@078,372,33.9140
right30@078,373,38.5780
right30@078,374,30.6660
right30@078,375,37.0760
right30@078,376,31.4070
right30@078,377,28.4710
right30@078,378,27.9770
right30@078,379,28.1710
right30@078,380,23.5760
right30@078,381,30.4890
right30@078,382,28.4620
right30@078,383,37.1610
right30@078,384,26.5270
right30@078,385,27.2720
right30@078,386,24.5620
right30@078,387,23.4110
right30@078,388,26.1780
right30@078,389,26.4120
right30@078,390,27.8490
right30@078,391,27.0140
right30@078,392,25.5840
right30@078,393,31.7180
right30@078,394,30.1500
left45@078,395,36.8380
left45@078,396,35.7410
left45@078,397,35.3210
left45@078,398,34.1180
