seq,t,hipYawDeg,shoulderYawDeg,block,gt
515,1789038827.9096,5.5400,0.0198,(gap),9999
516,1789038827.9406,5.2145,0.0199,(gap),9999
517,1789038827.9730,4.8739,0.0199,(gap),9999
518,1789038828.0034,4.5938,0.0199,(gap),9999
519,1789038828.0368,4.3223,0.0198,(gap),9999
520,1789038828.0707,4.0462,0.0199,(gap),9999
521,1789038828.1129,3.8251,0.0199,(gap),9999
522,1789038828.1450,3.6005,0.0199,(gap),9999
523,1789038828.1766,3.3795,0.0199,(gap),9999
524,1789038828.2083,3.1553,0.0000,(gap),9999
525,1789038828.2397,2.9866,0.0200,(gap),9999
526,1789038828.2714,2.8183,0.0000,(gap),9999
527,1789038828.3025,2.6527,0.0000,(gap),9999
528,1789038828.3356,2.4848,0.0000,(gap),9999
529,1789038828.3696,2.3193,0.0201,(gap),9999
530,1789038828.4123,2.2090,-1.6149,(gap),9999
531,1789038828.4427,2.0434,-1.5379,(gap),9999
532,1789038828.4740,1.9312,-1.4201,(gap),9999
533,1789038828.5047,1.8227,-1.3420,(gap),9999
534,1789038828.5357,1.7123,-1.2632,(gap),9999
535,1789038828.5805,1.6019,-1.1843,(gap),9999
536,1789038828.6121,1.5452,-1.1253,(gap),9999
537,1789038828.6420,1.4335,-1.0467,(gap),9999
538,1789038828.6727,1.3232,-1.0069,(gap),9999
539,1789038828.7049,1.2669,-0.9270,(gap),9999
540,1789038828.7362,1.2130,-0.8870,(gap),9999
541,1789038828.7697,1.1017,-0.8271,(gap),9999
542,1789038828.8142,1.0456,-0.7666,(gap),9999
543,1789038828.8454,0.9897,-0.7265,(gap),9999
544,1789038828.8748,0.9356,-0.6871,(gap),9999
545,1789038828.9068,0.8797,-0.6474,(gap),9999
546,1789038828.9389,0.8239,-0.6074,(gap),9999
547,1789038828.9716,0.7698,-0.5675,(gap),9999
548,1789038829.0032,0.7148,-0.5273,(gap),9999
549,1789038829.0373,0.7148,-0.5271,(gap),9999
550,1789038829.0818,0.6592,-0.4867,(gap),9999
551,1789038829.1125,0.6048,-0.4465,(gap),9999
552,1789038829.1432,0.5498,-0.4262,(gap),9999
553,1789038829.1747,0.5498,-0.4062,(gap),9999
554,1789038829.2056,0.4953,-0.3658,(gap),9999
555,1789038829.2517,0.4949,-0.3660,(gap),9999
556,1789038829.2827,0.4403,-0.3258,(gap),9999
557,1789038829.3138,0.4403,-0.3257,(gap),9999
558,1789038829.3458,0.3853,-0.2851,(gap),9999
559,1789038829.3769,0.3853,-0.2850,(gap),9999
560,1789038829.4097,0.3305,-0.2443,(gap),9999
561,1789038829.4402,0.3309,-0.2449,(gap),9999
562,1789038829.4717,0.3309,-0.2450,(gap),9999
563,1789038829.5033,0.2755,-0.2044,(gap),9999
564,1789038829.5474,0.2757,-0.2047,(gap),9999
565,1789038829.5791,0.2757,-0.2050,(gap),9999
566,1789038829.6114,0.2206,-0.1642,(gap),9999
567,1789038829.6410,0.2206,-0.1642,(gap),9999
568,1789038829.6718,0.2204,-0.1643,(gap),9999
569,1789038829.7030,0.2202,-0.1643,(gap),9999
570,1789038829.7361,0.1650,-0.1438,(gap),9999
571,1789038829.7700,0.1651,-0.1230,(gap),9999
572,1789038829.8145,0.1650,-0.1223,(gap),9999
573,1789038829.8459,0.1650,1.8765,(gap),9999
574,1789038829.8907,0.1650,3.6639,(gap),9999
575,1789038829.9228,0.1648,5.2957,(gap),9999
576,1789038829.9693,0.1096,6.8121,(gap),9999
577,1789038830.0162,0.1091,6.0835,(gap),9999
578,1789038830.0628,0.1087,7.4634,(gap),9999
579,1789038830.0934,0.1086,8.7263,(gap),9999
580,1789038830.1253,2.3745,9.8847,(gap),9999
581,1789038830.1552,4.4288,9.1598,(gap),9999
582,1789038830.1869,6.4153,8.2837,(gap),9999
583,1789038830.2185,5.9410,9.4656,(gap),9999
584,1789038830.2483,5.5818,10.5699,(gap),9999
585,1789038830.2816,5.2300,11.5927,(gap),9999
586,1789038830.3122,4.8800,12.5331,(gap),9999
587,1789038830.3444,4.5962,11.4019,(gap),9999
588,1789038830.3761,4.3087,12.3403,(gap),9999
589,1789038830.4078,4.0220,13.2461,(gap),9999
590,1789038830.4390,3.7918,14.0694,(gap),9999
591,1789038830.4713,3.5590,14.8498,(gap),9999
592,1789038830.5030,3.3306,15.5710,(gap),9999
593,1789038830.5459,3.1060,14.2188,(gap),9999
594,1789038830.5776,2.9399,15.0061,(gap),9999
595,1789038830.6104,2.7684,13.7388,(gap),9999
596,1789038830.6407,2.6051,14.5716,(gap),9999
597,1789038830.6728,2.4343,15.3124,(gap),9999
598,1789038830.7050,2.2641,16.0035,(gap),9999
599,1789038830.7372,2.1476,16.6606,(gap),9999
600,1789038830.7705,4.3045,15.2903,(gap),9999
601,1789038830.8166,4.0181,16.0268,(gap),9999
602,1789038830.8621,6.0474,16.7029,(gap),9999
603,1789038830.8938,7.8962,15.3602,(gap),9999
604,1789038830.9389,9.6611,16.0764,(gap),9999
605,1789038830.9701,11.3327,16.7725,(gap),9999
606,1789038831.0043,10.5273,17.4112,(gap),9999
607,1789038831.0490,12.1436,16.0475,(gap),9999
608,1789038831.0943,13.6529,16.7304,(gap),9999
609,1789038831.1250,12.6108,15.4569,(gap),9999
610,1789038831.1557,11.7187,14.3442,(gap),9999
611,1789038831.1859,10.8921,15.1617,(gap),9999
612,1789038831.2174,10.1871,15.9401,(gap),9999
613,1789038831.2477,9.5092,14.7320,(gap),9999
614,1789038831.2782,8.8368,13.6693,(gap),9999
615,1789038831.3081,8.2901,12.6882,(gap),9999
616,1789038831.3401,7.7398,13.6594,(gap),9999
617,1789038831.3703,7.2643,12.6947,(gap),9999
618,1789038831.4035,6.7983,11.8005,(gap),9999
619,1789038831.4476,6.3340,12.8681,(gap),9999
620,1789038831.4789,5.9827,11.9655,(gap),9999
621,1789038831.5112,5.5776,11.1183,(gap),9999
622,1789038831.5411,5.2296,10.3634,(gap),9999
623,1789038831.5714,4.9385,11.4875,(gap),9999
624,1789038831.6036,4.5938,10.6922,(gap),9999
625,1789038831.6365,6.6183,9.9658,(gap),9999
626,1789038831.6694,6.1926,9.2910,(gap),9999
627,1789038831.7143,8.0823,8.6813,(gap),9999
628,1789038831.7590,7.5354,8.1197,(gap),9999
629,1789038831.7908,7.0695,7.5800,(gap),9999
630,1789038831.8227,6.6054,8.9146,(gap),9999
631,1789038831.8550,6.1986,8.3136,(gap),9999
632,1789038831.9017,8.1061,9.5760,(gap),9999
633,1789038831.9324,7.5649,10.7411,(gap),9999
634,1789038831.9626,7.0833,11.8154,(gap),9999
635,1789038831.9970,6.6119,10.9660,(gap),9999
636,1789038832.0401,6.1986,12.0312,(gap),9999
637,1789038832.0855,5.7880,12.9846,(gap),9999
638,1789038832.1144,5.4298,13.8560,(gap),9999
639,1789038832.1457,5.0796,14.6465,(gap),9999
640,1789038832.1765,4.7362,13.4554,(gap),9999
641,1789038832.2084,4.4365,14.2927,(gap),9999
642,1789038832.2411,4.1478,15.0580,(gap),9999
643,1789038832.2710,3.9190,15.7302,(gap),9999
644,1789038832.3024,3.6879,14.4662,(gap),9999
645,1789038832.3471,3.4552,13.3419,(gap),9999
646,1789038832.3820,3.2275,12.3351,(gap),9999
647,1789038832.4249,3.0071,13.1761,(gap),9999
648,1789038832.4556,2.8357,13.9317,(gap),9999
649,1789038832.4867,4.8714,12.8839,(gap),9999
650,1789038832.5176,6.7003,11.9435,(gap),9999
651,1789038832.5501,8.4230,11.0726,(gap),9999
652,1789038832.5808,9.9289,10.3048,(gap),9999
653,1789038832.6135,9.1205,9.5993,(gap),9999
654,1789038832.6445,8.3929,8.9553,(gap),9999
655,1789038832.6893,9.8379,8.3434,(gap),9999
656,1789038832.7214,11.1824,7.8057,(gap),9999
657,1789038832.7679,10.3000,7.2909,(gap),9999
658,1789038832.8160,9.4535,6.8435,(gap),9999
659,1789038832.8631,8.7872,6.4068,(gap),9999
660,1789038832.9085,10.2326,6.0061,(gap),9999
661,1789038832.9546,9.4978,5.6345,(gap),9999
662,1789038833.0004,8.7872,5.2931,(gap),9999
663,1789038833.0316,8.1913,4.9564,(gap),9999
664,1789038833.0778,7.6339,4.6477,(gap),9999
665,1789038833.1245,9.1179,4.3737,(gap),9999
666,1789038833.1558,8.3411,4.1192,(gap),9999
667,1789038833.2015,7.8350,3.8877,(gap),9999
668,1789038833.2492,7.3180,3.6522,(gap),9999
669,1789038833.2957,6.8577,3.4166,(gap),9999
670,1789038833.3411,4.3160,3.2141,(gap),9999
671,1789038833.3728,4.0663,3.0509,(gap),9999
672,1789038833.4196,3.8721,2.8551,(gap),9999
673,1789038833.4492,3.6173,2.6909,(gap),9999
674,1789038833.4820,3.4182,2.5267,(gap),9999
675,1789038833.5128,3.2626,2.3791,(gap),9999
676,1789038833.5439,3.0507,2.2312,(gap),9999
677,1789038833.5763,2.8958,2.0836,(gap),9999
678,1789038833.6064,2.7316,1.9718,(gap),9999
679,1789038833.6367,2.5696,1.8604,(gap),9999
680,1789038833.6697,2.4022,1.7330,(gap),9999
681,1789038833.7155,2.2951,1.6412,(gap),9999
682,1789038833.7469,2.1315,1.5321,(gap),9999
683,1789038833.7766,2.0214,1.4577,(gap),9999
684,1789038833.8088,1.9129,1.3661,(gap),9999
685,1789038833.8414,1.8022,1.2742,(gap),9999
686,1789038833.8722,1.6897,1.2010,(gap),9999
687,1789038833.9170,1.5755,1.1268,(gap),9999
688,1789038833.9474,1.5178,2.5277,(gap),9999
689,1789038833.9809,1.4040,3.8010,(gap),9999
690,1789038834.0131,1.2892,3.4753,(gap),9999
691,1789038834.0601,1.2296,3.1989,(gap),9999
692,1789038834.1048,3.1272,2.9528,(gap),9999
693,1789038834.1364,4.8515,2.7392,(gap),9999
694,1789038834.1704,4.4073,2.5219,(gap),9999
695,1789038834.2152,4.0697,2.3565,(gap),9999
696,1789038834.2453,3.7326,2.1928,(gap),9999
697,1789038834.2766,3.4514,2.0480,(gap),9999
698,1789038834.3084,3.2292,1.9037,(gap),9999
699,1789038834.3392,3.0069,1.7961,(gap),9999
700,1789038834.3714,2.7873,1.6713,(gap),9999
701,1789038834.4041,2.6152,2.9403,(gap),9999
702,1789038834.4484,4.1606,4.0805,(gap),9999
703,1789038834.4801,5.6338,5.1354,(gap),9999
704,1789038834.5104,5.2193,6.1342,(gap),9999
705,1789038834.5420,4.8273,5.6494,(gap),9999
706,1789038834.5733,4.4910,5.2222,(gap),9999
707,1789038834.6044,4.2102,4.8400,(gap),9999
708,1789038834.6381,3.8831,4.5192,(gap),9999
709,1789038834.6823,3.6685,4.1963,(gap),9999
710,1789038834.7275,3.3154,3.9284,(gap),9999
711,1789038834.7726,3.0298,3.6861,(gap),9999
712,1789038834.8043,2.8058,3.4583,(gap),9999
713,1789038834.8361,2.5854,3.1477,(gap),9999
714,1789038834.8808,2.4241,2.8822,(gap),9999
715,1789038834.9115,2.2605,2.6417,(gap),9999
716,1789038834.9436,2.1012,2.4561,(gap),9999
717,1789038834.9748,1.9451,2.2534,(gap),9999
718,1789038835.0195,1.8424,2.0887,(gap),9999
719,1789038835.0655,1.7423,1.9608,(gap),9999
720,1789038835.1106,1.5746,1.8166,(gap),9999
721,1789038835.1423,1.4646,1.7109,(gap),9999
722,1789038835.1740,1.3562,1.6060,(gap),9999
723,1789038835.2045,1.2477,1.5013,(gap),9999
724,1789038835.2371,1.1946,1.4155,(gap),9999
725,1789038835.2829,1.0871,1.3301,(gap),9999
726,1789038835.3291,1.0347,1.2442,(gap),9999
727,1789038835.3602,0.9821,1.1769,(gap),9999
728,1789038835.3920,0.9293,1.1080,(gap),9999
729,1789038835.4223,0.8763,1.0279,(gap),9999
730,1789038835.4678,0.8224,3.1398,(gap),9999
731,1789038835.4986,3.1401,2.7971,(gap),9999
732,1789038835.5315,2.8652,2.5314,(gap),9999
733,1789038835.5762,2.6451,2.2906,(gap),9999
734,1789038835.6079,2.4752,2.0890,(gap),9999
735,1789038835.6396,2.2533,1.9056,(gap),9999
736,1789038835.6855,2.0826,1.7597,(gap),9999
737,1789038835.7171,1.9712,1.6160,(gap),9999
738,1789038835.7468,1.8018,1.5061,(gap),9999
739,1789038835.7793,1.6895,1.3972,(gap),9999
740,1789038835.8089,1.5805,1.2897,(gap),9999
741,1789038835.8413,1.4702,1.2000,(gap),9999
742,1789038835.8866,1.4144,1.1274,(gap),9999
743,1789038835.9177,1.3057,1.0561,(gap),9999
744,1789038835.9661,1.2489,0.9854,(gap),9999
745,1789038836.0109,1.1382,0.9149,(gap),9999
746,1789038836.0419,1.0840,0.8615,(gap),9999
747,1789038836.0728,1.0288,0.8096,(gap),9999
748,1789038836.1194,0.9747,0.7740,(gap),9999
749,1789038836.1493,0.9197,0.7044,(gap),9999
750,1789038836.1821,0.8656,0.6692,(gap),9999
751,1789038836.2137,0.8100,0.6341,(gap),9999
752,1789038836.2453,0.7546,0.5822,(gap),9999
753,1789038836.2778,0.7007,0.5644,(gap),9999
754,1789038836.3233,0.6468,0.5132,(gap),9999
755,1789038836.3546,0.5918,0.4789,(gap),9999
756,1789038836.3869,0.5912,0.4615,(gap),9999
757,1789038836.4330,0.5365,0.4441,(gap),9999
758,1789038836.4639,0.5350,0.4102,(gap),9999
759,1789038836.4974,0.4806,0.3758,(gap),9999
760,1789038836.5326,0.4268,0.3589,(gap),9999
761,1789038836.5766,0.4268,0.3422,(gap),9999
762,1789038836.6091,0.3734,0.3250,(gap),9999
763,1789038836.6556,0.3738,0.3081,(gap),9999
764,1789038836.7019,0.3734,0.2913,(gap),9999
765,1789038836.7344,0.3201,0.2569,(gap),9999
766,1789038836.7802,0.3201,0.2397,(gap),9999
767,1789038836.8276,0.2665,0.2397,(gap),9999
768,1789038836.8731,0.2667,0.2223,(gap),9999
769,1789038836.9037,0.2665,0.2052,(gap),9999
770,1789038836.9359,0.2662,0.1880,(gap),9999
771,1789038836.9712,0.2130,0.1879,(gap),9999
772,1789038837.0148,0.2132,0.1705,(gap),9999
773,1789038837.0457,0.2130,0.1705,(gap),9999
774,1789038837.0769,0.2128,0.1547,(gap),9999
775,1789038837.1080,0.1597,0.1542,(gap),9999
776,1789038837.1398,0.1599,0.1197,(gap),9999
777,1789038837.1711,0.1597,-1.8294,(gap),9999
778,1789038837.2039,0.1596,-1.7068,(gap),9999
779,1789038837.2354,0.1597,-1.6015,(gap),9999
780,1789038837.2809,0.1064,0.4793,(gap),9999
781,1789038837.3124,0.1064,0.4445,(gap),9999
782,1789038837.3432,0.1064,2.3509,(gap),9999
783,1789038837.3744,0.1063,2.1724,(gap),9999
784,1789038837.4066,2.7238,3.9281,(gap),9999
785,1789038837.4374,2.5614,5.5347,(gap),9999
786,1789038837.4701,2.3993,7.0037,(gap),9999
787,1789038837.5033,2.2332,6.3994,(gap),9999
788,1789038837.5481,2.0739,5.8649,(gap),9999
789,1789038837.5800,4.5251,7.2827,(gap),9999
790,1789038837.6107,4.2030,6.7098,(gap),9999
791,1789038837.6404,3.9306,6.1924,(gap),9999
792,1789038837.6740,3.7153,5.7387,(gap),9999
793,1789038837.7029,3.5035,5.3310,(gap),9999
794,1789038837.7357,3.2886,4.9559,(gap),9999
795,1789038837.7696,3.0797,4.6287,(gap),9999
796,1789038837.8134,2.8651,6.2065,(gap),9999
797,1789038837.8461,2.7036,5.7977,(gap),9999
798,1789038837.8769,2.5448,5.3987,(gap),9999
799,1789038837.9073,2.3837,4.9351,(gap),9999
800,1789038837.9388,2.2250,6.4715,(gap),9999
801,1789038837.9704,2.1191,6.0295,(gap),9999
802,1789038838.0030,2.0114,5.5986,(gap),9999
803,1789038838.0487,4.4639,5.2350,(gap),9999
804,1789038838.0804,4.1423,6.7953,(gap),9999
805,1789038838.1102,3.9269,6.3441,(gap),9999
806,1789038838.1424,3.6590,5.9320,(gap),9999
807,1789038838.1742,5.9645,5.5281,(gap),9999
808,1789038838.2048,5.5890,7.1139,(gap),9999
809,1789038838.2365,5.2617,6.6479,(gap),9999
810,1789038838.2693,7.4085,6.2070,(gap),9999
811,1789038838.3026,6.9336,7.7474,(gap),9999
812,1789038838.3475,8.9561,9.1163,(gap),9999
813,1789038838.3775,8.3628,8.4918,(gap),9999
814,1789038838.4087,7.8225,7.9323,(gap),9999
815,1789038838.4416,7.3422,7.4237,(gap),9999
816,1789038838.4730,6.8554,6.9307,(gap),9999
817,1789038838.5027,6.4280,6.5075,(gap),9999
818,1789038838.5367,6.0590,6.0988,(gap),9999
819,1789038838.5809,5.6842,5.7250,(gap),9999
820,1789038838.6126,5.3674,5.3665,(gap),9999
821,1789038838.6447,5.0502,5.0451,(gap),9999
822,1789038838.6753,7.2436,4.7455,(gap),9999
823,1789038838.7060,9.2876,4.3282,(gap),9999
824,1789038838.7374,8.7017,3.9747,(gap),9999
825,1789038838.7700,8.1151,5.6484,(gap),9999
826,1789038838.8154,7.6263,5.2739,(gap),9999
827,1789038838.8462,7.1448,4.9262,(gap),9999
828,1789038838.8790,6.7098,4.4985,(gap),9999
829,1789038838.9094,6.2873,6.1180,(gap),9999
830,1789038838.9412,5.9116,5.6857,(gap),9999
831,1789038838.9730,5.5412,5.3063,(gap),9999
832,1789038839.0192,5.2185,6.8662,(gap),9999
833,1789038839.0514,4.8961,8.2909,(gap),9999
834,1789038839.0823,4.6312,9.5671,(gap),9999
835,1789038839.1130,4.3170,10.7604,(gap),9999
836,1789038839.1447,4.1046,10.0182,(gap),9999
837,1789038839.1770,3.8353,9.3163,(gap),9999
838,1789038839.2087,3.6228,10.5675,(gap),9999
839,1789038839.2386,3.4102,11.6864,(gap),9999
840,1789038839.2699,5.7690,12.7188,(gap),9999
841,1789038839.3036,5.3973,13.6722,(gap),9999
842,1789038839.3478,5.0784,12.7249,(gap),9999
843,1789038839.3791,4.7592,13.6887,(gap),9999
844,1789038839.4245,4.4846,12.7575,(gap),9999
845,1789038839.4566,4.2147,13.7393,(gap),9999
846,1789038839.5018,6.5289,12.8206,(gap),9999
847,1789038839.5472,6.0928,13.8111,(gap),9999
848,1789038839.5921,5.7159,12.8917,(gap),9999
849,1789038839.6253,5.3442,13.8705,(gap),9999
850,1789038839.6556,5.0159,14.7720,(gap),9999
851,1789038839.6871,4.7459,13.7980,(gap),9999
852,1789038839.7187,4.4191,12.8902,(gap),9999
853,1789038839.7493,4.1462,12.0601,(gap),9999
854,1789038839.7945,6.4399,11.3099,(gap),9999
855,1789038839.8265,6.0646,12.4675,(gap),9999
856,1789038839.8582,8.1376,11.6684,(gap),9999
857,1789038839.8894,7.5911,10.9603,(gap),9999
858,1789038839.9219,7.0923,10.2681,(gap),9999
859,1789038839.9521,6.6544,9.6512,(gap),9999
860,1789038839.9835,3.6489,9.0661,(gap),9999
861,1789038840.0161,3.4570,8.5121,(gap),9999
862,1789038840.0464,5.6366,7.9950,(gap),9999
863,1789038840.0923,5.2379,7.5123,(gap),9999
864,1789038840.1374,4.8884,7.0556,(gap),9999
865,1789038840.1705,4.5310,6.6129,(gap),9999
866,1789038840.2177,4.2204,6.2070,(gap),9999
867,1789038840.2493,3.9620,5.8198,(gap),9999
868,1789038840.2806,3.6984,5.4642,(gap),9999
869,1789038840.3244,3.4304,5.1296,(gap),9999
870,1789038840.3566,3.2100,4.7948,(gap),9999
871,1789038840.3879,3.0413,4.5149,(gap),9999
872,1789038840.4193,2.8164,4.2390,(gap),9999
873,1789038840.4501,2.6467,3.9617,(gap),9999
874,1789038840.4800,2.4755,3.7375,(gap),9999
875,1789038840.5124,2.3078,3.5014,(gap),9999
876,1789038840.5432,2.1429,3.2836,(gap),9999
877,1789038840.5724,2.0339,3.0812,(gap),9999
878,1789038840.6038,1.9252,4.6421,(gap),9999
879,1789038840.6370,1.8132,4.2790,(gap),9999
880,1789038840.6826,1.7035,3.9562,(gap),9999
881,1789038840.7134,1.5941,3.6868,(gap),9999
882,1789038840.7465,1.4851,5.0116,(gap),9999
883,1789038840.7776,1.3778,4.6355,(gap),9999
884,1789038840.8092,1.3224,4.3062,(gap),9999
885,1789038840.8412,3.4474,4.0123,(gap),9999
886,1789038840.8734,3.1444,3.7287,(gap),9999
887,1789038840.9061,2.8864,3.4825,(gap),9999
888,1789038840.9371,2.6804,3.2503,(gap),9999
889,1789038840.9710,2.4732,3.0328,(gap),9999
890,1789038841.0148,2.3186,2.8533,(gap),9999
891,1789038841.0471,2.1652,2.6537,(gap),9999
892,1789038841.0787,2.0067,2.4880,(gap),9999
893,1789038841.1094,1.8476,2.3392,(gap),9999
894,1789038841.1417,1.7406,2.1894,(gap),9999
895,1789038841.1862,1.6335,2.0428,(gap),9999
896,1789038841.2320,1.5232,1.9146,(gap),9999
897,1789038841.2649,1.4131,1.8040,(gap),9999
898,1789038841.2970,1.3588,1.6937,(gap),9999
899,1789038841.3312,1.2501,1.5851,(gap),9999
900,1789038841.3751,1.1958,1.4937,(gap),9999
901,1789038841.4062,1.0871,1.3862,(gap),9999
902,1789038841.4371,1.0327,1.3130,(gap),9999
903,1789038841.4696,0.9793,1.2403,(gap),9999
904,1789038841.5159,0.9249,1.1677,(gap),9999
905,1789038841.5474,0.8714,1.0951,(gap),9999
906,1789038841.5796,0.8169,1.0406,(gap),9999
907,1789038841.6108,0.7624,0.9680,(gap),9999
908,1789038841.6417,0.7073,0.8974,(gap),9999
909,1789038841.6735,0.6529,0.8618,(gap),9999
910,1789038841.7198,0.6523,0.8082,(gap),9999
911,1789038841.7654,0.5974,0.7718,(gap),9999
912,1789038841.8113,0.5431,0.6991,(gap),9999
913,1789038841.8570,0.5431,0.6806,(gap),9999
914,1789038841.8884,0.4888,0.6268,(gap),9999
915,1789038841.9195,0.4897,0.5921,(gap),9999
916,1789038841.9642,0.4357,0.5575,(gap),9999
917,1789038841.9970,0.4365,0.5402,(gap),9999
918,1789038842.0444,0.3827,0.5045,(gap),9999
919,1789038842.0881,2.5205,0.4687,(gap),9999
920,1789038842.1197,2.3586,0.4516,(gap),9999
921,1789038842.1520,2.2511,0.4161,(gap),9999
922,1789038842.1833,2.0886,0.3802,(gap),9999
923,1789038842.2140,1.9768,0.3624,(gap),9999
924,1789038842.2461,1.8653,0.3442,(gap),9999
925,1789038842.2773,1.7573,0.3262,(gap),9999
926,1789038842.3095,3.7849,0.3079,(gap),9999
927,1789038842.3553,5.6399,0.2897,(gap),9999
928,1789038842.4022,5.3133,0.2716,(gap),9999
929,1789038842.4471,4.9318,0.2535,(gap),9999
930,1789038842.4803,4.6635,0.2536,(gap),9999
931,1789038842.5267,4.3398,0.2352,(gap),9999
932,1789038842.5573,4.1208,0.2172,(gap),9999
933,1789038842.5889,3.8470,0.1990,(gap),9999
934,1789038842.6343,3.6312,0.1808,(gap),9999
935,1789038842.6804,3.4117,0.1807,(gap),9999
936,1789038842.7119,3.1890,0.1626,(gap),9999
937,1789038842.7423,2.9695,0.1445,(gap),9999
938,1789038842.7888,2.8021,0.1445,(gap),9999
939,1789038842.8194,2.6375,0.1445,(gap),9999
940,1789038842.8653,2.4728,0.1265,(gap),9999
941,1789038842.8965,2.3631,0.1084,(gap),9999
942,1789038842.9320,2.1984,0.1085,(gap),9999
943,1789038842.9766,2.0886,0.1085,(gap),9999
944,1789038843.0236,1.9238,0.1085,(gap),9999
945,1789038843.0544,1.8122,0.0904,(gap),9999
946,1789038843.1005,1.7041,0.0904,(gap),9999
947,1789038843.1324,1.5927,0.0904,(gap),9999
948,1789038843.1633,1.5363,0.0723,(gap),9999
949,1789038843.1965,1.4266,0.0723,(gap),9999
950,1789038843.2417,1.3705,0.0723,(gap),9999
951,1789038843.2748,1.2621,0.0723,(gap),9999
952,1789038843.3052,1.2072,0.0542,(gap),9999
953,1789038843.3370,1.0964,0.0722,(gap),9999
954,1789038843.3836,1.0416,0.0541,(gap),9999
955,1789038843.4297,0.9868,0.0361,(gap),9999
956,1789038843.4618,0.9329,0.0541,(gap),9999
957,1789038843.4922,0.8772,0.0541,(gap),9999
958,1789038843.5229,0.8224,0.0360,(gap),9999
959,1789038843.5555,0.7683,0.0360,(gap),9999
960,1789038843.6018,0.7134,0.0360,(gap),9999
961,1789038843.6473,0.7134,0.0360,(gap),9999
962,1789038843.6934,0.6585,0.0360,(gap),9999
963,1789038843.7254,0.6042,0.0360,(gap),9999
964,1789038843.7714,0.5488,0.0360,(gap),9999
965,1789038843.8176,0.5488,0.0180,(gap),9999
966,1789038843.8486,0.4934,0.0180,(gap),9999
967,1789038843.8788,0.4934,0.0359,(gap),9999
968,1789038843.9252,0.4382,0.0180,(gap),9999
969,1789038843.9571,0.4382,0.0180,(gap),9999
970,1789038844.0042,0.3834,0.0180,(gap),9999
971,1789038844.0504,0.3834,0.0180,(gap),9999
972,1789038844.0811,0.3287,0.0180,(gap),9999
973,1789038844.1265,0.3290,0.0180,(gap),9999
974,1789038844.1580,0.3290,0.0179,(gap),9999
975,1789038844.2034,0.2739,0.0179,(gap),9999
976,1789038844.2369,0.2736,0.0179,(gap),9999
977,1789038844.2699,0.2734,0.0000,(gap),9999
978,1789038844.3139,0.2187,0.0179,(gap),9999
979,1789038844.3591,0.2187,0.0179,(gap),9999
980,1789038844.3907,0.2187,0.0000,(gap),9999
981,1789038844.4225,0.2187,0.0179,(gap),9999
982,1789038844.4537,0.1642,0.0179,(gap),9999
983,1789038844.4839,0.1639,0.0000,(gap),9999
984,1789038844.5150,0.1637,0.0000,(gap),9999
985,1789038844.5452,0.1637,0.0179,(gap),9999
986,1789038844.5765,0.1637,0.0179,(gap),9999
987,1789038844.6081,0.1634,0.0000,(gap),9999
988,1789038844.6397,0.1089,0.0000,(gap),9999
989,1789038844.6867,0.1090,0.0000,(gap),9999
990,1789038844.7168,0.1090,0.0000,(gap),9999
991,1789038844.7470,0.1090,0.0179,(gap),9999
992,1789038844.7927,0.1091,0.0179,(gap),9999
993,1789038844.8240,0.1091,0.0000,(gap),9999
994,1789038844.8686,0.1092,0.0000,(gap),9999
